
1;4-3-3;0.300000;0.300000;0.151210;10000;5
2;4-3-3;0.300000;0.400000;0.149107;10000;6
3;4-3-3;0.300000;0.500000;0.148498;10000;4
4;4-3-3;0.300000;0.600000;0.146870;10000;7
5;4-3-3;0.300000;0.700000;0.149275;10000;6
6;4-3-3;0.400000;0.300000;0.154629;10000;5
7;4-3-3;0.400000;0.400000;0.154051;10000;5
8;4-3-3;0.400000;0.500000;0.150773;10000;5
9;4-3-3;0.400000;0.600000;0.148483;10000;5
10;4-3-3;0.400000;0.700000;0.151204;10000;5
11;4-3-3;0.500000;0.300000;0.150194;10000;5
12;4-3-3;0.500000;0.400000;0.150953;10000;5
13;4-3-3;0.500000;0.500000;0.149052;10000;5
14;4-3-3;0.500000;0.600000;0.148500;10000;5
15;4-3-3;0.500000;0.700000;0.148747;10000;4
16;4-3-3;0.600000;0.300000;0.147825;10000;6
17;4-3-3;0.600000;0.400000;0.148273;10000;5
18;4-3-3;0.600000;0.500000;0.151017;10000;5
19;4-3-3;0.600000;0.600000;0.149021;10000;6
20;4-3-3;0.600000;0.700000;0.152982;10000;6
21;4-3-3;0.700000;0.300000;0.148456;10000;5
22;4-3-3;0.700000;0.400000;0.152618;10000;6
23;4-3-3;0.700000;0.500000;0.148082;10000;4
24;4-3-3;0.700000;0.600000;0.151781;10000;6
25;4-3-3;0.700000;0.700000;0.150734;10000;5
26;4-4-3;0.300000;0.300000;0.145419;10000;7
27;4-4-3;0.300000;0.400000;0.144231;10000;6
28;4-4-3;0.300000;0.500000;0.144223;10000;7
29;4-4-3;0.300000;0.600000;0.151575;10000;6
30;4-4-3;0.300000;0.700000;0.143400;10000;5
31;4-4-3;0.400000;0.300000;0.144752;10000;5
32;4-4-3;0.400000;0.400000;0.144932;10000;4
33;4-4-3;0.400000;0.500000;0.145538;10000;7
34;4-4-3;0.400000;0.600000;0.145884;10000;6
35;4-4-3;0.400000;0.700000;0.150342;10000;5
36;4-4-3;0.500000;0.300000;0.144547;10000;6
37;4-4-3;0.500000;0.400000;0.144053;10000;4
38;4-4-3;0.500000;0.500000;0.145346;10000;6
39;4-4-3;0.500000;0.600000;0.146685;10000;3
40;4-4-3;0.500000;0.700000;0.145352;10000;6
41;4-4-3;0.600000;0.300000;0.146108;10000;4
42;4-4-3;0.600000;0.400000;0.144534;10000;6
43;4-4-3;0.600000;0.500000;0.148860;10000;6
44;4-4-3;0.600000;0.600000;0.144133;10000;6
45;4-4-3;0.600000;0.700000;0.143430;10000;5
46;4-4-3;0.700000;0.300000;0.143761;10000;6
47;4-4-3;0.700000;0.400000;0.145753;10000;6
48;4-4-3;0.700000;0.500000;0.143093;10000;6
49;4-4-3;0.700000;0.600000;0.146296;10000;4
50;4-4-3;0.700000;0.700000;0.144238;10000;7
51;4-5-3;0.300000;0.300000;0.144107;10000;6
52;4-5-3;0.300000;0.400000;0.140036;10000;6
53;4-5-3;0.300000;0.500000;0.144282;10000;4
54;4-5-3;0.300000;0.600000;0.143663;10000;3
55;4-5-3;0.300000;0.700000;0.145057;10000;6
56;4-5-3;0.400000;0.300000;0.141052;10000;6
57;4-5-3;0.400000;0.400000;0.144193;10000;6
58;4-5-3;0.400000;0.500000;0.143563;10000;5
59;4-5-3;0.400000;0.600000;0.142197;10000;8
60;4-5-3;0.400000;0.700000;0.142026;10000;5
61;4-5-3;0.500000;0.300000;0.145685;10000;6
62;4-5-3;0.500000;0.400000;0.143926;10000;7
63;4-5-3;0.500000;0.500000;0.141387;10000;7
64;4-5-3;0.500000;0.600000;0.144197;10000;6
65;4-5-3;0.500000;0.700000;0.143513;10000;5
66;4-5-3;0.600000;0.300000;0.142258;10000;5
67;4-5-3;0.600000;0.400000;0.145627;10000;6
68;4-5-3;0.600000;0.500000;0.142724;10000;4
69;4-5-3;0.600000;0.600000;0.143461;10000;6
70;4-5-3;0.600000;0.700000;0.143937;10000;5
71;4-5-3;0.700000;0.300000;0.142365;10000;4
72;4-5-3;0.700000;0.400000;0.144078;10000;5
73;4-5-3;0.700000;0.500000;0.140496;10000;6
74;4-5-3;0.700000;0.600000;0.142108;10000;5
75;4-5-3;0.700000;0.700000;0.144369;10000;5
76;4-6-3;0.300000;0.300000;0.138848;10000;4
77;4-6-3;0.300000;0.400000;0.135677;10000;4
78;4-6-3;0.300000;0.500000;0.140033;10000;6
79;4-6-3;0.300000;0.600000;0.138391;10000;6
80;4-6-3;0.300000;0.700000;0.140421;10000;6
81;4-6-3;0.400000;0.300000;0.142713;10000;5
82;4-6-3;0.400000;0.400000;0.140937;10000;4
83;4-6-3;0.400000;0.500000;0.139585;10000;4
84;4-6-3;0.400000;0.600000;0.137917;10000;5
85;4-6-3;0.400000;0.700000;0.140851;10000;6
86;4-6-3;0.500000;0.300000;0.143423;10000;6
87;4-6-3;0.500000;0.400000;0.140231;10000;6
88;4-6-3;0.500000;0.500000;0.141060;10000;5
89;4-6-3;0.500000;0.600000;0.142898;10000;6
90;4-6-3;0.500000;0.700000;0.140574;10000;7
91;4-6-3;0.600000;0.300000;0.139150;10000;3
92;4-6-3;0.600000;0.400000;0.135404;10000;7
93;4-6-3;0.600000;0.500000;0.139372;10000;4
94;4-6-3;0.600000;0.600000;0.143868;10000;5
95;4-6-3;0.600000;0.700000;0.141100;10000;8
96;4-6-3;0.700000;0.300000;0.140811;10000;3
97;4-6-3;0.700000;0.400000;0.139460;10000;4
98;4-6-3;0.700000;0.500000;0.138508;10000;5
99;4-6-3;0.700000;0.600000;0.144747;10000;5
100;4-6-3;0.700000;0.700000;0.141473;10000;4
101;4-7-3;0.300000;0.300000;0.138473;10000;4
102;4-7-3;0.300000;0.400000;0.138431;10000;6
103;4-7-3;0.300000;0.500000;0.140263;10000;4
104;4-7-3;0.300000;0.600000;0.138363;10000;6
105;4-7-3;0.300000;0.700000;0.142588;10000;6
106;4-7-3;0.400000;0.300000;0.133448;10000;6
107;4-7-3;0.400000;0.400000;0.135638;10000;3
108;4-7-3;0.400000;0.500000;0.141082;10000;4
109;4-7-3;0.400000;0.600000;0.136252;10000;5
110;4-7-3;0.400000;0.700000;0.138983;10000;5
111;4-7-3;0.500000;0.300000;0.137676;10000;4
112;4-7-3;0.500000;0.400000;0.138426;10000;3
113;4-7-3;0.500000;0.500000;0.138646;10000;5
114;4-7-3;0.500000;0.600000;0.140290;10000;8
115;4-7-3;0.500000;0.700000;0.133674;10000;3
116;4-7-3;0.600000;0.300000;0.141547;10000;7
117;4-7-3;0.600000;0.400000;0.134342;10000;6
118;4-7-3;0.600000;0.500000;0.141698;10000;6
119;4-7-3;0.600000;0.600000;0.138771;10000;4
120;4-7-3;0.600000;0.700000;0.136723;10000;6
121;4-7-3;0.700000;0.300000;0.135800;10000;3
122;4-7-3;0.700000;0.400000;0.143497;10000;6
123;4-7-3;0.700000;0.500000;0.132917;10000;4
124;4-7-3;0.700000;0.600000;0.139380;10000;5
125;4-7-3;0.700000;0.700000;0.140269;10000;5
126;4-8-3;0.300000;0.300000;0.139222;10000;6
127;4-8-3;0.300000;0.400000;0.135603;10000;2
128;4-8-3;0.300000;0.500000;0.134234;10000;2
129;4-8-3;0.300000;0.600000;0.136340;10000;5
130;4-8-3;0.300000;0.700000;0.136715;10000;4
