
131;4-8-3;0.400000;0.300000;0.136365;10000;6
132;4-8-3;0.400000;0.400000;0.139530;10000;7
133;4-8-3;0.400000;0.500000;0.137871;10000;6
134;4-8-3;0.400000;0.600000;0.138416;10000;6
135;4-8-3;0.400000;0.700000;0.134800;10000;4
136;4-8-3;0.500000;0.300000;0.134368;10000;7
137;4-8-3;0.500000;0.400000;0.135256;10000;3
138;4-8-3;0.500000;0.500000;0.135157;10000;7
139;4-8-3;0.500000;0.600000;0.136078;10000;4
140;4-8-3;0.500000;0.700000;0.137145;10000;4
141;4-8-3;0.600000;0.300000;0.136938;10000;5
142;4-8-3;0.600000;0.400000;0.139729;10000;4
143;4-8-3;0.600000;0.500000;0.135395;10000;7
144;4-8-3;0.600000;0.600000;0.136576;10000;4
145;4-8-3;0.600000;0.700000;0.135681;10000;5
146;4-8-3;0.700000;0.300000;0.138096;10000;6
147;4-8-3;0.700000;0.400000;0.132979;10000;6
148;4-8-3;0.700000;0.500000;0.133815;10000;3
149;4-8-3;0.700000;0.600000;0.137054;10000;6
150;4-8-3;0.700000;0.700000;0.136145;10000;5
151;4-9-3;0.300000;0.300000;0.135581;10000;5
152;4-9-3;0.300000;0.400000;0.130185;10000;4
153;4-9-3;0.300000;0.500000;0.130067;10000;6
154;4-9-3;0.300000;0.600000;0.131397;10000;4
155;4-9-3;0.300000;0.700000;0.139061;10000;3
156;4-9-3;0.400000;0.300000;0.130746;10000;3
157;4-9-3;0.400000;0.400000;0.131225;10000;6
158;4-9-3;0.400000;0.500000;0.132505;10000;4
159;4-9-3;0.400000;0.600000;0.133656;10000;6
160;4-9-3;0.400000;0.700000;0.133080;10000;1
161;4-9-3;0.500000;0.300000;0.132782;10000;6
162;4-9-3;0.500000;0.400000;0.139829;10000;3
163;4-9-3;0.500000;0.500000;0.136352;10000;5
164;4-9-3;0.500000;0.600000;0.135411;10000;5
165;4-9-3;0.500000;0.700000;0.134036;10000;6
166;4-9-3;0.600000;0.300000;0.138517;10000;5
167;4-9-3;0.600000;0.400000;0.136463;10000;4
168;4-9-3;0.600000;0.500000;0.134003;10000;6
169;4-9-3;0.600000;0.600000;0.132345;10000;4
170;4-9-3;0.600000;0.700000;0.133614;10000;7
171;4-9-3;0.700000;0.300000;0.137114;10000;4
172;4-9-3;0.700000;0.400000;0.137885;10000;6
173;4-9-3;0.700000;0.500000;0.133505;10000;5
174;4-9-3;0.700000;0.600000;0.134868;10000;5
175;4-9-3;0.700000;0.700000;0.137405;10000;6
176;4-10-3;0.300000;0.300000;0.132728;10000;3
177;4-10-3;0.300000;0.400000;0.136514;10000;3
178;4-10-3;0.300000;0.500000;0.130354;10000;5
179;4-10-3;0.300000;0.600000;0.134055;10000;6
180;4-10-3;0.300000;0.700000;0.137879;10000;6
181;4-10-3;0.400000;0.300000;0.128248;10000;6
182;4-10-3;0.400000;0.400000;0.125498;10000;7
183;4-10-3;0.400000;0.500000;0.133509;10000;6
184;4-10-3;0.400000;0.600000;0.130193;10000;7
185;4-10-3;0.400000;0.700000;0.131103;10000;6
186;4-10-3;0.500000;0.300000;0.127992;10000;4
187;4-10-3;0.500000;0.400000;0.127830;10000;5
188;4-10-3;0.500000;0.500000;0.132735;10000;2
189;4-10-3;0.500000;0.600000;0.133808;10000;7
190;4-10-3;0.500000;0.700000;0.126056;10000;3
191;4-10-3;0.600000;0.300000;0.126506;10000;3
192;4-10-3;0.600000;0.400000;0.131464;10000;7
193;4-10-3;0.600000;0.500000;0.138877;10000;6
194;4-10-3;0.600000;0.600000;0.130755;10000;5
195;4-10-3;0.600000;0.700000;0.125881;10000;5
196;4-10-3;0.700000;0.300000;0.135751;10000;4
197;4-10-3;0.700000;0.400000;0.128180;10000;6
198;4-10-3;0.700000;0.500000;0.130557;10000;5
199;4-10-3;0.700000;0.600000;0.127490;10000;2
200;4-10-3;0.700000;0.700000;0.138664;10000;5
