
0.23 0 0 0.8 0 0 1
0.22 0.005 0 0.75 1 0 0
0.165 0.025 0 0.785 1 0 0
0.17 0.02 0 0.8 1 0 0
0.12 0.01 0 0.865 1 0 0
0.325 0.02 0 0.825 0 0 1
0.295 0.01 0 0.825 1 0 0
0.27 0.04 0 0.83 1 0 0
0.24 0.01 0 0.725 1 0 0
0.265 0.015 0 0.73 0 1 0
